indicator,year,value
Removals from onshore immigration detention,2022,2344
Removals from onshore immigration detention,2023,2817
Removals from onshore immigration detention,2024,3457
Returns from the community1,2022,6265
Returns from the community1,2023,5494
Returns from the community1,2024,3189
Total2,2022,8609
Total2,2023,8311
Total2,2024,6646
