indicator,year,value,category
Change in demographic composition by age group (years) | 65+,0,0.1268450686931714,Total all birth groups
Change in demographic composition by age group (years) | All age groups,0,-1.3504966497746311,Australian-born | Male
Change in demographic composition by age group (years) | All age groups,0,-1.4161451869213024,Australian-born | Female
Change in demographic composition by age group (years) | All age groups,0,-2.7666418366959338,Australian-born | Total
Change in demographic composition by age group (years) | All age groups,0,0.7883136710809014,Overseas-born | Male
Change in demographic composition by age group (years) | All age groups,0,0.6340026922514477,Overseas-born | Female
Change in demographic composition by age group (years) | All age groups,0,1.422316363332349,Overseas-born | Total
Change in demographic composition by age group (years) | All age groups,0,-1.3443254733635848,Total all birth groups
Change in demographic composition by age group (years) | 15–19,0,-0.2442108114029398,Australian-born | Male
Change in demographic composition by age group (years) | 15–19,0,-0.1679685819321129,Australian-born | Female
Change in demographic composition by age group (years) | 15–19,0,-0.4121793933350527,Australian-born | Total
Change in demographic composition by age group (years) | 15–19,0,-0.0037841976204747,Overseas-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.0040074013450288,Overseas-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.0002232037245541,Overseas-born | Total
Change in demographic composition by age group (years) | 15–19,0,-0.4119561896104986,Total all birth groups
Change in demographic composition by age group (years) | 20–24,0,-0.1060229795217359,Australian-born | Male
Change in demographic composition by age group (years) | 20–24,0,-0.0668100337799349,Australian-born | Female
Change in demographic composition by age group (years) | 20–24,0,-0.1728330133016709,Australian-born | Total
Change in demographic composition by age group (years) | 20–24,0,-0.0178681267104278,Overseas-born | Male
Change in demographic composition by age group (years) | 20–24,0,-0.0144256021763572,Overseas-born | Female
Change in demographic composition by age group (years) | 20–24,0,-0.0322937288867851,Overseas-born | Total
Change in demographic composition by age group (years) | 20–24,0,-0.205126742188456,Total all birth groups
Change in propensity to participate by age group (years) | 25–34,0,-0.0777896475561621,Australian-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.1771920465313347,Australian-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.0994023989751725,Australian-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.0033186756764567,Overseas-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.087642723537704,Overseas-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.0909613992141607,Overseas-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.1903637981893332,Total all birth groups
Change in propensity to participate by age group (years) | 35–44,0,-0.0489494873013432,Australian-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.2361571452815262,Australian-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.187207657980183,Australian-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.0225102389873667,Overseas-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.1076682671168222,Overseas-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.130178506104189,Overseas-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.317386164084372,Total all birth groups
Change in propensity to participate by age group (years) | 45–54,0,-0.0491919205314143,Australian-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.1539051947289618,Australian-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.1047132741975475,Australian-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.0456853293583962,Overseas-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0761520152258545,Overseas-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.1218373445842507,Overseas-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.2265506187817983,Total all birth groups
Change in propensity to participate by age group (years) | 55–64,0,0.3415983977789537,Australian-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.5816650467719787,Australian-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.9232634445509325,Australian-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.1586008932844679,Overseas-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.3066524455912175,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.4652533388756854,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,1.388516783426618,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,0.2931011997658598,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.2680731459367053,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.5611743457025651,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.2144542009866047,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.12032807521469,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.3347822762012948,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.8959566219038599,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,0.108534751231218,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,1.182213963538459,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.290748714769677,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.4229170139623897,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.68802532585496,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.1109423398173497,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,2.401691054587027,Total all birth groups
Total change | nan,0,-1.241961898543413,Australian-born | Male
Total change | nan,0,-0.2339312233828434,Australian-born | Female
Total change | nan,0,-1.4758931219262568,Australian-born | Total
Total change | nan,0,1.211230685043291,Overseas-born | Male
Total change | nan,0,1.3220280181064077,Overseas-born | Female
Total change | nan,0,2.5332587031496985,Overseas-born | Total
Total change | nan,0,1.0573655812234417,Total all birth groups
