indicator,year,value
Malaysia,2023,257
Malaysia,2024,844
Myanmar,2023,900
Myanmar,2024,756
Iran,2023,119
Iran,2024,462
People’s Republic of China1,2023,304
People’s Republic of China1,2024,289
Pakistan,2023,237
Pakistan,2024,215
Papua New Guinea,2023,109
Papua New Guinea,2024,140
Afghanistan,2023,111
Afghanistan,2024,123
Yemen,2023,91
Yemen,2024,106
Fiji,2023,55
Fiji,2024,73
Vietnam,2023,48
Vietnam,2024,68
Other,2023,948
Other,2024,925
Total,2023,3250
Total,2024,4001
