indicator,year,value
Visitor,2022,3651
Visitor,2023,3311
Visitor,2024,2457
Student,2022,2109
Student,2023,1965
Student,2024,1439
Temporary Resident,2022,705
Temporary Resident,2023,865
Temporary Resident,2024,757
Working Holiday,2022,318
Working Holiday,2023,548
Working Holiday,2024,356
All other categories,2022,1826
All other categories,2023,1622
All other categories,2024,1637
Total1,2022,8609
Total1,2023,8311
Total1,2024,6646
