Category,variable,value,sheet
< 2,Skill stream,72.35054347826086,7.1
1.6684931506849314,Skill stream,81.65540156764739,7.1
3.6684931506849314,Skill stream,84.48847997393311,7.1
5.671232876712328,Skill stream,85.37153012863912,7.1
7.671232876712328,Skill stream,85.51583125357067,7.1
9.673972602739726,Skill stream,85.07080184171662,7.1
11.673972602739726,Skill stream,85.37776421297966,7.1
14,Skill stream,85.62370453689887,7.1
15.999999999999998,Skill stream,86.32904713911755,7.1
18,Skill stream,86.33632763450207,7.1
20+,Skill stream,85.42959051392663,7.1
< 2,Participation rates | Family stream,49.82018901062139,7.1
1.6684931506849314,Participation rates | Family stream,59.476714699125864,7.1
3.6684931506849314,Participation rates | Family stream,65.76801240142885,7.1
5.671232876712328,Participation rates | Family stream,66.3811387645112,7.1
7.671232876712328,Participation rates | Family stream,66.54756992320776,7.1
9.673972602739726,Participation rates | Family stream,66.91750540871038,7.1
11.673972602739726,Participation rates | Family stream,69.80052383844519,7.1
14,Participation rates | Family stream,69.36161992636698,7.1
15.999999999999998,Participation rates | Family stream,68.1451830287347,7.1
18,Participation rates | Family stream,71.0493290858191,7.1
20+,Participation rates | Family stream,68.87065852244861,7.1
< 2,Participation rates | Australian-born,66.34739752997277,7.1
1.6684931506849314,Participation rates | Australian-born,66.34739752997277,7.1
3.6684931506849314,Participation rates | Australian-born,66.34739752997277,7.1
5.671232876712328,Participation rates | Australian-born,66.34739752997277,7.1
7.671232876712328,Participation rates | Australian-born,66.34739752997277,7.1
9.673972602739726,Participation rates | Australian-born,66.34739752997277,7.1
11.673972602739726,Participation rates | Australian-born,66.34739752997277,7.1
14,Participation rates | Australian-born,66.34739752997277,7.1
15.999999999999998,Participation rates | Australian-born,66.34739752997277,7.1
18,Participation rates | Australian-born,66.34739752997277,7.1
20+,Participation rates | Australian-born,66.34739752997277,7.1
< 2,Participation rates | Skill stream,13.71674491392801,7.1
1.6684931506849314,Participation rates | Skill stream,6.288148856621163,7.1
3.6684931506849314,Participation rates | Skill stream,5.289598408654968,7.1
5.671232876712328,Participation rates | Skill stream,4.644361833952912,7.1
7.671232876712328,Participation rates | Skill stream,4.229254571026723,7.1
9.673972602739726,Participation rates | Skill stream,4.362668222765236,7.1
11.673972602739726,Participation rates | Skill stream,4.149082856307191,7.1
14,Participation rates | Skill stream,4.244003729129587,7.1
15.999999999999998,Participation rates | Skill stream,4.001473030996333,7.1
18,Participation rates | Skill stream,3.7993376890718698,7.1
20+,Participation rates | Skill stream,3.5295731419802303,7.1
< 2,Unemployment rates | Family stream,23.96340439818701,7.1
1.6684931506849314,Unemployment rates | Family stream,10.315509630818621,7.1
3.6684931506849314,Unemployment rates | Family stream,8.019061283049805,7.1
5.671232876712328,Unemployment rates | Family stream,7.018491649430432,7.1
7.671232876712328,Unemployment rates | Family stream,6.538013641656962,7.1
9.673972602739726,Unemployment rates | Family stream,6.072533033455159,7.1
11.673972602739726,Unemployment rates | Family stream,5.847484127092029,7.1
14,Unemployment rates | Family stream,5.6208122409528025,7.1
15.999999999999998,Unemployment rates | Family stream,5.6051106584126105,7.1
18,Unemployment rates | Family stream,5.199275362318841,7.1
20+,Unemployment rates | Family stream,5.055997928400337,7.1
< 2,Unemployment rates | Australian-born,4.8095953251950725,7.1
1.6684931506849314,Unemployment rates | Australian-born,4.8095953251950725,7.1
3.6684931506849314,Unemployment rates | Australian-born,4.8095953251950725,7.1
5.671232876712328,Unemployment rates | Australian-born,4.8095953251950725,7.1
7.671232876712328,Unemployment rates | Australian-born,4.8095953251950725,7.1
9.673972602739726,Unemployment rates | Australian-born,4.8095953251950725,7.1
11.673972602739726,Unemployment rates | Australian-born,4.8095953251950725,7.1
14,Unemployment rates | Australian-born,4.8095953251950725,7.1
15.999999999999998,Unemployment rates | Australian-born,4.8095953251950725,7.1
18,Unemployment rates | Australian-born,4.8095953251950725,7.1
20+,Unemployment rates | Australian-born,4.8095953251950725,7.1
