Year,variable,value,sheet
2019–20,Accountants,1532,1.7
2020–21,Accountants,480,1.7
2021–22,Accountants,1376,1.7
2022–23,Accountants,2971,1.7
2023–24,Accountants,2272,1.7
2024–25,Accountants,997,1.7
2019–20,Software and Applications Programmers,272,1.7
2020–21,Software and Applications Programmers,264,1.7
2021–22,Software and Applications Programmers,377,1.7
2022–23,Software and Applications Programmers,491,1.7
2023–24,Software and Applications Programmers,463,1.7
2024–25,Software and Applications Programmers,606,1.7
2019–20,"Industrial, Mechanical and Production Engineers",174,1.7
2020–21,"Industrial, Mechanical and Production Engineers",245,1.7
2021–22,"Industrial, Mechanical and Production Engineers",277,1.7
2022–23,"Industrial, Mechanical and Production Engineers",363,1.7
2023–24,"Industrial, Mechanical and Production Engineers",809,1.7
2024–25,"Industrial, Mechanical and Production Engineers",586,1.7
2019–20,Chefs,411,1.7
2020–21,Chefs,142,1.7
2021–22,Chefs,448,1.7
2022–23,Chefs,983,1.7
2023–24,Chefs,944,1.7
2024–25,Chefs,580,1.7
2019–20,Civil Engineering Professionals,211,1.7
2020–21,Civil Engineering Professionals,223,1.7
2021–22,Civil Engineering Professionals,282,1.7
2022–23,Civil Engineering Professionals,338,1.7
2023–24,Civil Engineering Professionals,544,1.7
2024–25,Civil Engineering Professionals,464,1.7
2019–20,Motor Mechanics,207,1.7
2020–21,Motor Mechanics,66,1.7
2021–22,Motor Mechanics,108,1.7
2022–23,Motor Mechanics,579,1.7
2023–24,Motor Mechanics,289,1.7
2024–25,Motor Mechanics,392,1.7
2019–20,Other Engineering Professionals,166,1.7
2020–21,Other Engineering Professionals,160,1.7
2021–22,Other Engineering Professionals,176,1.7
2022–23,Other Engineering Professionals,246,1.7
2023–24,Other Engineering Professionals,442,1.7
2024–25,Other Engineering Professionals,365,1.7
2019–20,ICT Business and Systems Analysts2,117,1.7
2020–21,ICT Business and Systems Analysts2,108,1.7
2021–22,ICT Business and Systems Analysts2,251,1.7
2022–23,ICT Business and Systems Analysts2,366,1.7
2023–24,ICT Business and Systems Analysts2,488,1.7
2024–25,ICT Business and Systems Analysts2,358,1.7
2019–20,Registered Nurses,897,1.7
2020–21,Registered Nurses,1353,1.7
2021–22,Registered Nurses,1162,1.7
2022–23,Registered Nurses,456,1.7
2023–24,Registered Nurses,154,1.7
2024–25,Registered Nurses,299,1.7
2019–20,Human Resource Professionals,63,1.7
2020–21,Human Resource Professionals,14,1.7
2021–22,Human Resource Professionals,49,1.7
2022–23,Human Resource Professionals,99,1.7
2023–24,Human Resource Professionals,136,1.7
2024–25,Human Resource Professionals,262,1.7
2019–20,Other3,6210,1.7
2020–21,Other3,2863,1.7
2021–22,Other3,3922,1.7
2022–23,Other3,7945,1.7
2023–24,Other3,7255,1.7
2024–25,Other3,7487,1.7
2019–20,Total,10260,1.7
2020–21,Total,5918,1.7
2021–22,Total,8428,1.7
2022–23,Total,14837,1.7
2023–24,Total,13796,1.7
2024–25,Total,12396,1.7
