Year,variable,value,sheet
2009–10,"Industrial, Mechanical and Production Engineers",113.0,1.13
2010–11,"Industrial, Mechanical and Production Engineers",121.0,1.13
2011–12,"Industrial, Mechanical and Production Engineers",188.0,1.13
2012–13,"Industrial, Mechanical and Production Engineers",96.0,1.13
2013–14,"Industrial, Mechanical and Production Engineers",54.0,1.13
2014–15,"Industrial, Mechanical and Production Engineers",39.0,1.13
2015–16,"Industrial, Mechanical and Production Engineers",40.0,1.13
2016–17,"Industrial, Mechanical and Production Engineers",79.0,1.13
2017–18,"Industrial, Mechanical and Production Engineers",78.0,1.13
2018–19,"Industrial, Mechanical and Production Engineers",13.0,1.13
2009–10,Civil Engineering Professionals,92.0,1.13
2010–11,Civil Engineering Professionals,96.0,1.13
2011–12,Civil Engineering Professionals,149.0,1.13
2012–13,Civil Engineering Professionals,57.0,1.13
2013–14,Civil Engineering Professionals,48.0,1.13
2014–15,Civil Engineering Professionals,28.0,1.13
2015–16,Civil Engineering Professionals,32.0,1.13
2016–17,Civil Engineering Professionals,44.0,1.13
2017–18,Civil Engineering Professionals,48.0,1.13
2018–19,Civil Engineering Professionals,11.0,1.13
2009–10,Electronics Engineers,118.0,1.13
2010–11,Electronics Engineers,92.0,1.13
2011–12,Electronics Engineers,121.0,1.13
2012–13,Electronics Engineers,46.0,1.13
2013–14,Electronics Engineers,24.0,1.13
2014–15,Electronics Engineers,24.0,1.13
2015–16,Electronics Engineers,21.0,1.13
2016–17,Electronics Engineers,39.0,1.13
2017–18,Electronics Engineers,39.0,1.13
2018–19,Electronics Engineers,9.0,1.13
2009–10,Registered Nurses,157.0,1.13
2010–11,Registered Nurses,184.0,1.13
2011–12,Registered Nurses,154.0,1.13
2012–13,Registered Nurses,42.0,1.13
2013–14,Registered Nurses,50.0,1.13
2014–15,Registered Nurses,35.0,1.13
2015–16,Registered Nurses,32.0,1.13
2016–17,Registered Nurses,43.0,1.13
2017–18,Registered Nurses,49.0,1.13
2018–19,Registered Nurses,9.0,1.13
2009–10,Electrical Engineers,73.0,1.13
2010–11,Electrical Engineers,51.0,1.13
2011–12,Electrical Engineers,59.0,1.13
2012–13,Electrical Engineers,43.0,1.13
2013–14,Electrical Engineers,16.0,1.13
2014–15,Electrical Engineers,11.0,1.13
2015–16,Electrical Engineers,21.0,1.13
2016–17,Electrical Engineers,23.0,1.13
2017–18,Electrical Engineers,26.0,1.13
2018–19,Electrical Engineers,5.0,1.13
2009–10,"Tele-
communications Engineering Professionals",0.0,1.13
2010–11,"Tele-
communications Engineering Professionals",8.0,1.13
2011–12,"Tele-
communications Engineering Professionals",39.0,1.13
2012–13,"Tele-
communications Engineering Professionals",39.0,1.13
2013–14,"Tele-
communications Engineering Professionals",25.0,1.13
2014–15,"Tele-
communications Engineering Professionals",25.0,1.13
2015–16,"Tele-
communications Engineering Professionals",11.0,1.13
2016–17,"Tele-
communications Engineering Professionals",20.0,1.13
2017–18,"Tele-
communications Engineering Professionals",17.0,1.13
2018–19,"Tele-
communications Engineering Professionals",5.0,1.13
2009–10,Motor Mechanics,10.0,1.13
2010–11,Motor Mechanics,208.0,1.13
2011–12,Motor Mechanics,99.0,1.13
2012–13,Motor Mechanics,27.0,1.13
2013–14,Motor Mechanics,22.0,1.13
2014–15,Motor Mechanics,13.0,1.13
2015–16,Motor Mechanics,15.0,1.13
2016–17,Motor Mechanics,11.0,1.13
2017–18,Motor Mechanics,20.0,1.13
2018–19,Motor Mechanics,5.0,1.13
2009–10,Chemical and Materials Engineers,25.0,1.13
2010–11,Chemical and Materials Engineers,27.0,1.13
2011–12,Chemical and Materials Engineers,53.0,1.13
2012–13,Chemical and Materials Engineers,23.0,1.13
2013–14,Chemical and Materials Engineers,12.0,1.13
2014–15,Chemical and Materials Engineers,9.0,1.13
2015–16,Chemical and Materials Engineers,12.0,1.13
2016–17,Chemical and Materials Engineers,13.0,1.13
2017–18,Chemical and Materials Engineers,18.0,1.13
2018–19,Chemical and Materials Engineers,,1.13
2009–10,Software and Applications Programmers,173.0,1.13
2010–11,Software and Applications Programmers,488.0,1.13
2011–12,Software and Applications Programmers,979.0,1.13
2012–13,Software and Applications Programmers,439.0,1.13
2013–14,Software and Applications Programmers,144.0,1.13
2014–15,Software and Applications Programmers,133.0,1.13
2015–16,Software and Applications Programmers,177.0,1.13
2016–17,Software and Applications Programmers,51.0,1.13
2017–18,Software and Applications Programmers,24.0,1.13
2018–19,Software and Applications Programmers,,1.13
2009–10,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2010–11,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2011–12,"Database and Systems Administrators, and ICT Security Specialists2",8.0,1.13
2012–13,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2013–14,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2014–15,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2015–16,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2016–17,"Database and Systems Administrators, and ICT Security Specialists2",0.0,1.13
2017–18,"Database and Systems Administrators, and ICT Security Specialists2",5.0,1.13
2018–19,"Database and Systems Administrators, and ICT Security Specialists2",,1.13
2009–10,Other,840.0,1.13
2010–11,Other,3966.0,1.13
2011–12,Other,3723.0,1.13
2012–13,Other,3465.0,1.13
2013–14,Other,2092.0,1.13
2014–15,Other,885.0,1.13
2015–16,Other,1911.0,1.13
2016–17,Other,282.0,1.13
2017–18,Other,174.0,1.13
2018–19,Other,39.0,1.13
2009–10,Total,1605.0,1.13
2010–11,Total,5243.0,1.13
2011–12,Total,5572.0,1.13
2012–13,Total,4279.0,1.13
2013–14,Total,2491.0,1.13
2014–15,Total,1203.0,1.13
2015–16,Total,2275.0,1.13
2016–17,Total,605.0,1.13
2017–18,Total,498.0,1.13
2018–19,Total,108.0,1.13
