Category,variable,value,sheet
Overseas-born | Total,Change in demographic composition by age group (years) | 20–24,-0.044738267000270435,7.5
Total all birth groups,Change in demographic composition by age group (years) | 20–24,0.0702393497781416,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | 25–34,0.1065222858360853,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | 25–34,0.14032339212124542,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | 25–34,0.24684567795733073,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | 25–34,0.05092190255590013,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | 25–34,0.10644260653372366,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | 25–34,0.1573645090896238,7.5
Total all birth groups,Change in propensity to participate by age group (years) | 25–34,0.40421018704695455,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | 35–44,0.027173394649653248,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | 35–44,0.11592685040362488,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | 35–44,0.14310024505327812,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | 35–44,0.048285023998548476,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | 35–44,0.1581255270758859,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | 35–44,0.20641055107443437,7.5
Total all birth groups,Change in propensity to participate by age group (years) | 35–44,0.3495107961277125,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | 45–54,-0.01228429387787793,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | 45–54,0.029015095324105903,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | 45–54,0.016730801446227975,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | 45–54,0.0558326038046124,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | 45–54,0.06503002253812293,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | 45–54,0.12086262634273533,7.5
Total all birth groups,Change in propensity to participate by age group (years) | 45–54,0.1375934277889633,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | 55–64,0.012944655125528741,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | 55–64,0.021541660022158456,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | 55–64,0.0344863151476872,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | 55–64,0.0056193541142814055,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | 55–64,0.05604196482043909,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | 55–64,0.061661318934720495,7.5
Total all birth groups,Change in propensity to participate by age group (years) | 55–64,0.0961476340824077,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | 65+,-0.012070391606011937,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | 65+,0.14807014875101052,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | 65+,0.13599975714499857,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | 65+,0.05396466309605926,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | 65+,0.10203554924262964,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | 65+,0.1560002123386889,7.5
Total all birth groups,Change in propensity to participate by age group (years) | 65+,0.29199996948368745,7.5
Australian-born | Male,Change in propensity to participate by age group (years) | All age groups,0.32113029970614404,7.5
Australian-born | Female,Change in propensity to participate by age group (years) | All age groups,0.5389882475137006,7.5
Australian-born | Total,Change in propensity to participate by age group (years) | All age groups,0.8601185472198446,7.5
Overseas-born | Male,Change in propensity to participate by age group (years) | All age groups,0.1954155845313957,7.5
Overseas-born | Female,Change in propensity to participate by age group (years) | All age groups,0.4595843444316164,7.5
Overseas-born | Total,Change in propensity to participate by age group (years) | All age groups,0.6549999289630121,7.5
Total all birth groups,Change in propensity to participate by age group (years) | All age groups,1.5151184761828567,7.5
Australian-born | Male,Total change | nan,-0.6335013130098135,7.5
Australian-born | Female,Total change | nan,-0.2511279060641264,7.5
Australian-born | Total,Total change | nan,-0.8846292190739399,7.5
Overseas-born | Male,Total change | nan,1.1163742319650034,7.5
Overseas-born | Female,Total change | nan,1.0543688145621277,7.5
Overseas-born | Total,Total change | nan,2.170743046527131,7.5
Total all birth groups,Total change | nan,1.2861138274531911,7.5
