Year,variable,value,sheet
2015–16,India,8115,1.8
2016–17,India,8541,1.8
2017–18,India,10652,1.8
2018–19,India,9465,1.8
2019–20,India,6149,1.8
2020–21,India,4052,1.8
2021–22,India,5386,1.8
2022–23,India,9740,1.8
2023–24,India,11064,1.8
2024–25,India,11355,1.8
2015–16,People's Republic of China1,2556,1.8
2016–17,People's Republic of China1,2189,1.8
2017–18,People's Republic of China1,2923,1.8
2018–19,People's Republic of China1,2611,1.8
2019–20,People's Republic of China1,3616,1.8
2020–21,People's Republic of China1,2207,1.8
2021–22,People's Republic of China1,2443,1.8
2022–23,People's Republic of China1,4324,1.8
2023–24,People's Republic of China1,3179,1.8
2024–25,People's Republic of China1,3158,1.8
2015–16,Nepal,1382,1.8
2016–17,Nepal,934,1.8
2017–18,Nepal,917,1.8
2018–19,Nepal,1122,1.8
2019–20,Nepal,1679,1.8
2020–21,Nepal,1669,1.8
2021–22,Nepal,2737,1.8
2022–23,Nepal,3367,1.8
2023–24,Nepal,2773,1.8
2024–25,Nepal,2523,1.8
2015–16,Pakistan,1642,1.8
2016–17,Pakistan,1632,1.8
2017–18,Pakistan,1633,1.8
2018–19,Pakistan,1387,1.8
2019–20,Pakistan,674,1.8
2020–21,Pakistan,573,1.8
2021–22,Pakistan,688,1.8
2022–23,Pakistan,908,1.8
2023–24,Pakistan,1162,1.8
2024–25,Pakistan,2404,1.8
2015–16,Sri Lanka,1026,1.8
2016–17,Sri Lanka,918,1.8
2017–18,Sri Lanka,917,1.8
2018–19,Sri Lanka,818,1.8
2019–20,Sri Lanka,414,1.8
2020–21,Sri Lanka,268,1.8
2021–22,Sri Lanka,444,1.8
2022–23,Sri Lanka,834,1.8
2023–24,Sri Lanka,1406,1.8
2024–25,Sri Lanka,2010,1.8
2015–16,United Kingdom,1611,1.8
2016–17,United Kingdom,1176,1.8
2017–18,United Kingdom,1192,1.8
2018–19,United Kingdom,1390,1.8
2019–20,United Kingdom,1204,1.8
2020–21,United Kingdom,592,1.8
2021–22,United Kingdom,740,1.8
2022–23,United Kingdom,1703,1.8
2023–24,United Kingdom,1163,1.8
2024–25,United Kingdom,1602,1.8
2015–16,Philippines,1181,1.8
2016–17,Philippines,1040,1.8
2017–18,Philippines,1397,1.8
2018–19,Philippines,1326,1.8
2019–20,Philippines,1330,1.8
2020–21,Philippines,789,1.8
2021–22,Philippines,995,1.8
2022–23,Philippines,1135,1.8
2023–24,Philippines,1262,1.8
2024–25,Philippines,1308,1.8
2015–16,Malaysia,729,1.8
2016–17,Malaysia,774,1.8
2017–18,Malaysia,695,1.8
2018–19,Malaysia,472,1.8
2019–20,Malaysia,428,1.8
2020–21,Malaysia,451,1.8
2021–22,Malaysia,514,1.8
2022–23,Malaysia,716,1.8
2023–24,Malaysia,628,1.8
2024–25,Malaysia,815,1.8
2015–16,South Africa,660,1.8
2016–17,South Africa,757,1.8
2017–18,South Africa,903,1.8
2018–19,South Africa,925,1.8
2019–20,South Africa,758,1.8
2020–21,South Africa,158,1.8
2021–22,South Africa,224,1.8
2022–23,South Africa,965,1.8
2023–24,South Africa,770,1.8
2024–25,South Africa,707,1.8
2015–16,Bhutan,16,1.8
2016–17,Bhutan,56,1.8
2017–18,Bhutan,63,1.8
2018–19,Bhutan,61,1.8
2019–20,Bhutan,96,1.8
2020–21,Bhutan,141,1.8
2021–22,Bhutan,207,1.8
2022–23,Bhutan,244,1.8
2023–24,Bhutan,315,1.8
2024–25,Bhutan,672,1.8
2015–16,Iran,466,1.8
2016–17,Iran,488,1.8
2017–18,Iran,634,1.8
2018–19,Iran,567,1.8
2019–20,Iran,589,1.8
2020–21,Iran,202,1.8
2021–22,Iran,265,1.8
2022–23,Iran,828,1.8
2023–24,Iran,576,1.8
2024–25,Iran,665,1.8
2015–16,Vietnam,388,1.8
2016–17,Vietnam,449,1.8
2017–18,Vietnam,482,1.8
2018–19,Vietnam,538,1.8
2019–20,Vietnam,702,1.8
2020–21,Vietnam,433,1.8
2021–22,Vietnam,612,1.8
2022–23,Vietnam,708,1.8
2023–24,Vietnam,527,1.8
2024–25,Vietnam,569,1.8
2015–16,Bangladesh,710,1.8
2016–17,Bangladesh,729,1.8
2017–18,Bangladesh,535,1.8
2018–19,Bangladesh,377,1.8
2019–20,Bangladesh,364,1.8
2020–21,Bangladesh,183,1.8
2021–22,Bangladesh,258,1.8
2022–23,Bangladesh,384,1.8
2023–24,Bangladesh,390,1.8
2024–25,Bangladesh,401,1.8
2015–16,Ireland,413,1.8
2016–17,Ireland,222,1.8
2017–18,Ireland,189,1.8
2018–19,Ireland,160,1.8
2019–20,Ireland,133,1.8
2020–21,Ireland,117,1.8
2021–22,Ireland,221,1.8
2022–23,Ireland,277,1.8
2023–24,Ireland,416,1.8
2024–25,Ireland,382,1.8
2015–16,Brazil,98,1.8
2016–17,Brazil,117,1.8
2017–18,Brazil,149,1.8
2018–19,Brazil,164,1.8
2019–20,Brazil,127,1.8
2020–21,Brazil,135,1.8
2021–22,Brazil,197,1.8
2022–23,Brazil,398,1.8
2023–24,Brazil,289,1.8
2024–25,Brazil,348,1.8
2015–16,Other2,3657,1.8
2016–17,Other2,3743,1.8
2017–18,Other2,4119,1.8
2018–19,Other2,3963,1.8
2019–20,Other2,3232,1.8
2020–21,Other2,2298,1.8
2021–22,Other2,3445,1.8
2022–23,Other2,4469,1.8
2023–24,Other2,4480,1.8
2024–25,Other2,4081,1.8
2015–16,Total,24650,1.8
2016–17,Total,23765,1.8
2017–18,Total,27400,1.8
2018–19,Total,25346,1.8
2019–20,Total,21495,1.8
2020–21,Total,14268,1.8
2021–22,Total,19376,1.8
2022–23,Total,31000,1.8
2023–24,Total,30400,1.8
2024–25,Total,33000,1.8
