Category,variable,value,sheet
Australian-born | Total,Change in demographic composition by age group (years) | All age groups,-0.5550409490179282,7.7
Overseas-born | Male,Change in demographic composition by age group (years) | All age groups,0.02780771907050075,7.7
Overseas-born | Female,Change in demographic composition by age group (years) | All age groups,0.0030874840826421064,7.7
Overseas-born | Total,Change in demographic composition by age group (years) | All age groups,0.030895203153142856,7.7
Total all birth groups,Change in demographic composition by age group (years) | All age groups,-0.5241457458647854,7.7
Australian-born | Male,Change in demographic composition by age group (years) | 15–19,-0.03342551092652221,7.7
Australian-born | Female,Change in demographic composition by age group (years) | 15–19,0.025668153984453723,7.7
Australian-born | Total,Change in demographic composition by age group (years) | 15–19,-0.007757356942068489,7.7
Overseas-born | Male,Change in demographic composition by age group (years) | 15–19,-0.007741976147178727,7.7
Overseas-born | Female,Change in demographic composition by age group (years) | 15–19,-0.020494108292449333,7.7
Overseas-born | Total,Change in demographic composition by age group (years) | 15–19,-0.028236084439628058,7.7
Total all birth groups,Change in demographic composition by age group (years) | 15–19,-0.03599344138169655,7.7
Australian-born | Male,Change in demographic composition by age group (years) | 20–24,-0.05206936125327019,7.7
Australian-born | Female,Change in demographic composition by age group (years) | 20–24,-0.0030859005021333383,7.7
Australian-born | Total,Change in demographic composition by age group (years) | 20–24,-0.05515526175540353,7.7
Overseas-born | Male,Change in demographic composition by age group (years) | 20–24,0.03669180770897682,7.7
Overseas-born | Female,Change in demographic composition by age group (years) | 20–24,0.048319839332163585,7.7
Overseas-born | Total,Change in demographic composition by age group (years) | 20–24,0.0850116470411404,7.7
Total all birth groups,Change in demographic composition by age group (years) | 20–24,0.029856385285736878,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | 25–34,-0.03847599752387311,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | 25–34,0.03234189436313473,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | 25–34,-0.006134103160738383,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | 25–34,-0.014498794044852874,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | 25–34,0.09631684228456562,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | 25–34,0.08181804823971275,7.7
Total all birth groups,Change in propensity to participate by age group (years) | 25–34,0.07568394507897437,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | 35–44,-0.0016574110846020596,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | 35–44,0.04796074250639985,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | 35–44,0.046303331421797794,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | 35–44,0.0022369719600718227,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | 35–44,0.04556113442166261,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | 35–44,0.047798106381734436,7.7
Total all birth groups,Change in propensity to participate by age group (years) | 35–44,0.09410143780353222,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | 45–54,0.02929441222646004,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | 45–54,0.05477056370429327,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | 45–54,0.08406497593075331,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | 45–54,-0.008850200565055083,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | 45–54,-0.00732217608468966,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | 45–54,-0.016172376649744743,7.7
Total all birth groups,Change in propensity to participate by age group (years) | 45–54,0.06789259928100856,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | 55–64,-0.02849076062732985,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | 55–64,0.059946062445471425,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | 55–64,0.03145530181814157,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | 55–64,0.0598949983602178,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | 55–64,0.005430204147161684,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | 55–64,0.06532520250737948,7.7
Total all birth groups,Change in propensity to participate by age group (years) | 55–64,0.09678050432552106,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | 65+,-0.021005993736825643,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | 65+,0.038513351785945574,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | 65+,0.01750735804911993,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | 65+,0.022411746911513986,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | 65+,0.021571505109051623,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | 65+,0.043983252020565605,7.7
Total all birth groups,Change in propensity to participate by age group (years) | 65+,0.061490610069685536,7.7
Australian-born | Male,Change in propensity to participate by age group (years) | All age groups,-0.14583062292596305,7.7
Australian-born | Female,Change in propensity to participate by age group (years) | All age groups,0.25611486828756524,7.7
Australian-born | Total,Change in propensity to participate by age group (years) | All age groups,0.1102842453616022,7.7
Overseas-born | Male,Change in propensity to participate by age group (years) | All age groups,0.09014455418369374,7.7
Overseas-born | Female,Change in propensity to participate by age group (years) | All age groups,0.18938324091746614,7.7
Overseas-born | Total,Change in propensity to participate by age group (years) | All age groups,0.2795277951011599,7.7
Total all birth groups,Change in propensity to participate by age group (years) | All age groups,0.3898120404627621,7.7
Australian-born | Male,Total change | nan,-0.4036215512335123,7.7
Australian-born | Female,Total change | nan,-0.04113515242281379,7.7
Australian-born | Total,Total change | nan,-0.444756703656326,7.7
Overseas-born | Male,Total change | nan,0.1179522732541945,7.7
Overseas-born | Female,Total change | nan,0.19247072500010826,7.7
Overseas-born | Total,Total change | nan,0.31042299825430275,7.7
Total all birth groups,Total change | nan,-0.13433370540202327,7.7
