Year,variable,value,sheet
2020–21,Vietnam,410,1.3
2021–22,Vietnam,821,1.3
2022–23,Vietnam,723,1.3
2023–24,Vietnam,1024,1.3
2024–25,Vietnam,508,1.3
2015–16,Other2,9909,1.3
2016–17,Other2,10579,1.3
2017–18,Other2,9951,1.3
2018–19,Other2,11196,1.3
2019–20,Other2,7896,1.3
2020–21,Other2,6363,1.3
2021–22,Other2,6459,1.3
2022–23,Other2,8065,1.3
2023–24,Other2,6725,1.3
2024–25,Other2,8999,1.3
2015–16,Total,48250,1.3
2016–17,Total,48250,1.3
2017–18,Total,35528,1.3
2018–19,Total,42012,1.3
2019–20,Total,29261,1.3
2020–21,Total,23503,1.3
2021–22,Total,26103,1.3
2022–23,Total,35000,1.3
2023–24,Total,36825,1.3
2024–25,Total,44000,1.3
