Year,variable,value,sheet
2015–16,Post-Higher Education Work2,19989.0,2.3
2016–17,Post-Higher Education Work2,31960.0,2.3
2017–18,Post-Higher Education Work2,43507.0,2.3
2018–19,Post-Higher Education Work2,54781.0,2.3
2019–20,Post-Higher Education Work2,54021.0,2.3
2020–21,Post-Higher Education Work2,45724.0,2.3
2021–22,Post-Higher Education Work2,54730.0,2.3
2022–23,Post-Higher Education Work2,125090.0,2.3
2023–24,Post-Higher Education Work2,96367.0,2.3
2024–25,Post-Higher Education Work2,97365.0,2.3
2015–16,Highly Specialised Work3,43127.0,2.3
2016–17,Highly Specialised Work3,42260.0,2.3
2017–18,Highly Specialised Work3,44502.0,2.3
2018–19,Highly Specialised Work3,43643.0,2.3
2019–20,Highly Specialised Work3,30296.0,2.3
2020–21,Highly Specialised Work3,8530.0,2.3
2021–22,Highly Specialised Work3,18258.0,2.3
2022–23,Highly Specialised Work3,37616.0,2.3
2023–24,Highly Specialised Work3,38707.0,2.3
2024–25,Highly Specialised Work3,36166.0,2.3
2015–16,Post-Vocational Education Work2,12425.0,2.3
2016–17,Post-Vocational Education Work2,9419.0,2.3
2017–18,Post-Vocational Education Work2,8149.0,2.3
2018–19,Post-Vocational Education Work2,9213.0,2.3
2019–20,Post-Vocational Education Work2,8982.0,2.3
2020–21,Post-Vocational Education Work2,7512.0,2.3
2021–22,Post-Vocational Education Work2,9056.0,2.3
2022–23,Post-Vocational Education Work2,53927.0,2.3
2023–24,Post-Vocational Education Work2,14010.0,2.3
2024–25,Post-Vocational Education Work2,28964.0,2.3
2015–16,Entertainment,18689.0,2.3
2016–17,Entertainment,21452.0,2.3
2017–18,Entertainment,23379.0,2.3
2018–19,Entertainment,24194.0,2.3
2019–20,Entertainment,18984.0,2.3
2020–21,Entertainment,2159.0,2.3
2021–22,Entertainment,5690.0,2.3
2022–23,Entertainment,22120.0,2.3
2023–24,Entertainment,24075.0,2.3
2024–25,Entertainment,24861.0,2.3
