Year,variable,value,sheet
2019–20,India,398,1.15
2020–21,India,1116,1.15
2021–22,India,1398,1.15
2022–23,India,931,1.15
2023–24,India,1155,1.15
2024–25,India,1244,1.15
2019–20,People's Republic of China2,271,1.15
2020–21,People's Republic of China2,969,1.15
2021–22,People's Republic of China2,1011,1.15
2022–23,People's Republic of China2,544,1.15
2023–24,People's Republic of China2,761,1.15
2024–25,People's Republic of China2,579,1.15
2019–20,Hong Kong (SAR of the PRC)3,40,1.15
2020–21,Hong Kong (SAR of the PRC)3,910,1.15
2021–22,Hong Kong (SAR of the PRC)3,1115,1.15
2022–23,Hong Kong (SAR of the PRC)3,671,1.15
2023–24,Hong Kong (SAR of the PRC)3,603,1.15
2024–25,Hong Kong (SAR of the PRC)3,388,1.15
2019–20,Pakistan,169,1.15
2020–21,Pakistan,276,1.15
2021–22,Pakistan,221,1.15
2022–23,Pakistan,212,1.15
2023–24,Pakistan,228,1.15
2024–25,Pakistan,192,1.15
2019–20,Vietnam,107,1.15
2020–21,Vietnam,325,1.15
2021–22,Vietnam,247,1.15
2022–23,Vietnam,204,1.15
2023–24,Vietnam,176,1.15
2024–25,Vietnam,157,1.15
2019–20,United States of America,188,1.15
2020–21,United States of America,490,1.15
2021–22,United States of America,484,1.15
2022–23,United States of America,194,1.15
2023–24,United States of America,163,1.15
2024–25,United States of America,141,1.15
2019–20,Iran,516,1.15
2020–21,Iran,850,1.15
2021–22,Iran,510,1.15
2022–23,Iran,359,1.15
2023–24,Iran,231,1.15
2024–25,Iran,141,1.15
2019–20,Taiwan,17,1.15
2020–21,Taiwan,43,1.15
2021–22,Taiwan,121,1.15
2022–23,Taiwan,136,1.15
2023–24,Taiwan,244,1.15
2024–25,Taiwan,134,1.15
2019–20,United Kingdom,416,1.15
2020–21,United Kingdom,787,1.15
2021–22,United Kingdom,588,1.15
2022–23,United Kingdom,268,1.15
2023–24,United Kingdom,152,1.15
2024–25,United Kingdom,124,1.15
2019–20,Singapore,25,1.15
2020–21,Singapore,91,1.15
2021–22,Singapore,109,1.15
2022–23,Singapore,46,1.15
2023–24,Singapore,103,1.15
2024–25,Singapore,106,1.15
2019–20,Bangladesh,568,1.15
2020–21,Bangladesh,595,1.15
2021–22,Bangladesh,246,1.15
2022–23,Bangladesh,119,1.15
2023–24,Bangladesh,140,1.15
2024–25,Bangladesh,80,1.15
2019–20,Sri Lanka,128,1.15
2020–21,Sri Lanka,179,1.15
2021–22,Sri Lanka,141,1.15
2022–23,Sri Lanka,115,1.15
2023–24,Sri Lanka,79,1.15
2024–25,Sri Lanka,62,1.15
2019–20,Israel,19,1.15
2020–21,Israel,70,1.15
2021–22,Israel,61,1.15
2022–23,Israel,28,1.15
2023–24,Israel,31,1.15
2024–25,Israel,55,1.15
2019–20,South Africa,111,1.15
2020–21,South Africa,331,1.15
2021–22,South Africa,213,1.15
2022–23,South Africa,136,1.15
2023–24,South Africa,84,1.15
2024–25,South Africa,54,1.15
2019–20,Russian Federation,43,1.15
2020–21,Russian Federation,64,1.15
2021–22,Russian Federation,43,1.15
2022–23,Russian Federation,22,1.15
2023–24,Russian Federation,32,1.15
2024–25,Russian Federation,40,1.15
2019–20,Other4,1093,1.15
2020–21,Other4,2488,1.15
2021–22,Other4,2268,1.15
2022–23,Other4,1015,1.15
2023–24,Other4,818,1.15
2024–25,Other4,478,1.15
2019–20,Total,4109,1.15
2020–21,Total,9584,1.15
2021–22,Total,8776,1.15
2022–23,Total,5000,1.15
2023–24,Total,5000,1.15
2024–25,Total,3975,1.15
