Year,variable,value,sheet
2012–13,Crew and Transit,298217,2.0
2013–14,Crew and Transit,322126,2.0
2014–15,Crew and Transit,320521,2.0
2015–16,Crew and Transit,345873,2.0
2016–17,Crew and Transit,352394,2.0
2017–18,Crew and Transit,351516,2.0
2018–19,Crew and Transit,347744,2.0
2019–20,Crew and Transit,308233,2.0
2020–21,Crew and Transit,256969,2.0
2021–22,Crew and Transit,275549,2.0
2022–23,Crew and Transit,402150,2.0
2023–24,Crew and Transit,394332,2.0
2024–25,Crew and Transit,405266,2.0
2001–02,Student,153631,2.0
2002–03,Student,162716,2.0
2003–04,Student,171579,2.0
2004–05,Student,175277,2.0
2005–06,Student,191319,2.0
2006–07,Student,230794,2.0
2007–08,Student,278704,2.0
2008–09,Student,319630,2.0
2009–10,Student,270493,2.0
2010–11,Student,250435,2.0
2011–12,Student,253047,2.0
2012–13,Student,259278,2.0
2013–14,Student,292060,2.0
2014–15,Student,299540,2.0
2015–16,Student,310845,2.0
2016–17,Student,343035,2.0
2017–18,Student,378292,2.0
2018–19,Student,405742,2.0
2019–20,Student,340152,2.0
2020–21,Student,232750,2.0
2021–22,Student,263737,2.0
2022–23,Student,577295,2.0
2023–24,Student,376731,2.0
2024–25,Student,371564,2.0
2001–02,Working Holiday Maker,85241,2.0
2002–03,Working Holiday Maker,88747,2.0
2003–04,Working Holiday Maker,93893,2.0
2004–05,Working Holiday Maker,105051,2.0
2005–06,Working Holiday Maker,115444,2.0
2006–07,Working Holiday Maker,136805,2.0
2007–08,Working Holiday Maker,157827,2.0
2008–09,Working Holiday Maker,194316,2.0
2009–10,Working Holiday Maker,183168,2.0
2010–11,Working Holiday Maker,192922,2.0
2011–12,Working Holiday Maker,222992,2.0
2012–13,Working Holiday Maker,258248,2.0
2013–14,Working Holiday Maker,239592,2.0
2014–15,Working Holiday Maker,226812,2.0
2015–16,Working Holiday Maker,214583,2.0
2016–17,Working Holiday Maker,211011,2.0
2017–18,Working Holiday Maker,210456,2.0
2018–19,Working Holiday Maker,209036,2.0
2019–20,Working Holiday Maker,149249,2.0
2020–21,Working Holiday Maker,39586,2.0
2021–22,Working Holiday Maker,97359,2.0
2022–23,Working Holiday Maker,224431,2.0
2023–24,Working Holiday Maker,234556,2.0
2024–25,Working Holiday Maker,321116,2.0
2001–02,Temporary Resident (Other Employment),45681,2.0
2002–03,Temporary Resident (Other Employment),51006,2.0
2003–04,Temporary Resident (Other Employment),51419,2.0
2004–05,Temporary Resident (Other Employment),51651,2.0
2005–06,Temporary Resident (Other Employment),46510,2.0
2006–07,Temporary Resident (Other Employment),45136,2.0
2007–08,Temporary Resident (Other Employment),44183,2.0
2008–09,Temporary Resident (Other Employment),52383,2.0
2009–10,Temporary Resident (Other Employment),56821,2.0
2010–11,Temporary Resident (Other Employment),57863,2.0
2011–12,Temporary Resident (Other Employment),77263,2.0
2012–13,Temporary Resident (Other Employment),80403,2.0
2013–14,Temporary Resident (Other Employment),104738,2.0
2014–15,Temporary Resident (Other Employment),119817,2.0
2015–16,Temporary Resident (Other Employment),130807,2.0
2016–17,Temporary Resident (Other Employment),145100,2.0
2017–18,Temporary Resident (Other Employment),180459,2.0
2018–19,Temporary Resident (Other Employment),186148,2.0
2019–20,Temporary Resident (Other Employment),162108,2.0
2020–21,Temporary Resident (Other Employment),107648,2.0
2021–22,Temporary Resident (Other Employment),160475,2.0
2022–23,Temporary Resident (Other Employment),464539,2.0
2023–24,Temporary Resident (Other Employment),319366,2.0
2024–25,Temporary Resident (Other Employment),255420,2.0
2001–02,Temporary Resident (Skilled Employment)1,37892,2.0
2002–03,Temporary Resident (Skilled Employment)1,41665,2.0
2003–04,Temporary Resident (Skilled Employment)1,42361,2.0
2004–05,Temporary Resident (Skilled Employment)1,49046,2.0
2005–06,Temporary Resident (Skilled Employment)1,71696,2.0
2006–07,Temporary Resident (Skilled Employment)1,87933,2.0
2007–08,Temporary Resident (Skilled Employment)1,111019,2.0
2008–09,Temporary Resident (Skilled Employment)1,101432,2.0
2009–10,Temporary Resident (Skilled Employment)1,68023,2.0
2010–11,Temporary Resident (Skilled Employment)1,90145,2.0
2011–12,Temporary Resident (Skilled Employment)1,125075,2.0
2012–13,Temporary Resident (Skilled Employment)1,126361,2.0
2013–14,Temporary Resident (Skilled Employment)1,98571,2.0
2014–15,Temporary Resident (Skilled Employment)1,96084,2.0
2015–16,Temporary Resident (Skilled Employment)1,85611,2.0
2016–17,Temporary Resident (Skilled Employment)1,87580,2.0
2017–18,Temporary Resident (Skilled Employment)1,64470,2.0
2018–19,Temporary Resident (Skilled Employment)1,81975,2.0
2019–20,Temporary Resident (Skilled Employment)1,55060,2.0
2020–21,Temporary Resident (Skilled Employment)1,43195,2.0
2021–22,Temporary Resident (Skilled Employment)1,61987,2.0
2022–23,Temporary Resident (Skilled Employment)1,102565,2.0
2023–24,Temporary Resident (Skilled Employment)1,101533,2.0
2024–25,Temporary Resident (Skilled Employment)1,130571,2.0
2001–02,Other Temporary,6389,2.0
2002–03,Other Temporary,6346,2.0
2003–04,Other Temporary,6810,2.0
2004–05,Other Temporary,7709,2.0
2005–06,Other Temporary,7681,2.0
2006–07,Other Temporary,7783,2.0
2007–08,Other Temporary,8407,2.0
2008–09,Other Temporary,7972,2.0
2009–10,Other Temporary,8255,2.0
2010–11,Other Temporary,9285,2.0
2011–12,Other Temporary,9372,2.0
2012–13,Other Temporary,9313,2.0
2013–14,Other Temporary,10558,2.0
2014–15,Other Temporary,11469,2.0
2015–16,Other Temporary,11387,2.0
2016–17,Other Temporary,12254,2.0
2017–18,Other Temporary,13074,2.0
2018–19,Other Temporary,11886,2.0
2019–20,Other Temporary,9222,2.0
2020–21,Other Temporary,2961,2.0
2021–22,Other Temporary,3604,2.0
2022–23,Other Temporary,7810,2.0
2023–24,Other Temporary,6291,2.0
2024–25,Other Temporary,5961,2.0
2001–02,Total2,4691820,2.0
2002–03,Total2,4622466,2.0
2003–04,Total2,5029449,2.0
2004–05,Total2,5351230,2.0
2005–06,Total2,5398171,2.0
2006–07,Total2,5597504,2.0
2007–08,Total2,6067103,2.0
2008–09,Total2,5708019,2.0
2009–10,Total2,5739982,2.0
2010–11,Total2,6019572,2.0
2011–12,Total2,6187778,2.0
2012–13,Total2,6487610,2.0
2013–14,Total2,6820783,2.0
2014–15,Total2,7180570,2.0
2015–16,Total2,7748587,2.0
2016–17,Total2,8418619,2.0
2017–18,Total2,8694048,2.0
2018–19,Total2,8818837,2.0
2019–20,Total2,6477462,2.0
2020–21,Total2,993708,2.0
2021–22,Total2,2296827,2.0
2022–23,Total2,7025366,2.0
2023–24,Total2,7932737,2.0
2024–25,Total2,8279288,2.0
