Year,variable,value,sheet
2022–23,India,927,4.4
2023–24,India,858,4.4
2024–25,India,606,4.4
2022–23,People's Republic of China2,1079,4.4
2023–24,People's Republic of China2,895,4.4
2024–25,People's Republic of China2,557,4.4
2022–23,Malaysia,579,4.4
2023–24,Malaysia,597,4.4
2024–25,Malaysia,479,4.4
2022–23,New Zealand,431,4.4
2023–24,New Zealand,378,4.4
2024–25,New Zealand,444,4.4
2022–23,Indonesia,240,4.4
2023–24,Indonesia,248,4.4
2024–25,Indonesia,384,4.4
2022–23,United Kingdom,330,4.4
2023–24,United Kingdom,377,4.4
2024–25,United Kingdom,267,4.4
2022–23,Vietnam,492,4.4
2023–24,Vietnam,396,4.4
2024–25,Vietnam,261,4.4
2022–23,Colombia,91,4.4
2023–24,Colombia,146,4.4
2024–25,Colombia,212,4.4
2022–23,Philippines,341,4.4
2023–24,Philippines,280,4.4
2024–25,Philippines,163,4.4
2022–23,Fiji,116,4.4
2023–24,Fiji,190,4.4
2024–25,Fiji,161,4.4
2022–23,All other countries3,3983,4.4
2023–24,All other countries3,3946,4.4
2024–25,All other countries3,3112,4.4
2022–23,Total4,8609,4.4
2023–24,Total4,8311,4.4
2024–25,Total4,6646,4.4
