Year,variable,value,sheet
2018–19,"Agriculture, Forestry and Fishing",678.0,1.4
2019–20,"Agriculture, Forestry and Fishing",280.0,1.4
2020–21,"Agriculture, Forestry and Fishing",292.0,1.4
2021–22,"Agriculture, Forestry and Fishing",324.0,1.4
2022–23,"Agriculture, Forestry and Fishing",253.0,1.4
2023–24,"Agriculture, Forestry and Fishing",498.0,1.4
2024–25,"Agriculture, Forestry and Fishing",438.0,1.4
2007–08,Arts and Recreation Services,505.0,1.4
2008–09,Arts and Recreation Services,418.0,1.4
2009–10,Arts and Recreation Services,234.0,1.4
2010–11,Arts and Recreation Services,203.0,1.4
2011–12,Arts and Recreation Services,184.0,1.4
2012–13,Arts and Recreation Services,304.0,1.4
2013–14,Arts and Recreation Services,344.0,1.4
2014–15,Arts and Recreation Services,281.0,1.4
2015–16,Arts and Recreation Services,221.0,1.4
2016–17,Arts and Recreation Services,212.0,1.4
2017–18,Arts and Recreation Services,169.0,1.4
2018–19,Arts and Recreation Services,204.0,1.4
2019–20,Arts and Recreation Services,100.0,1.4
2020–21,Arts and Recreation Services,57.0,1.4
2021–22,Arts and Recreation Services,60.0,1.4
2022–23,Arts and Recreation Services,58.0,1.4
2023–24,Arts and Recreation Services,51.0,1.4
2024–25,Arts and Recreation Services,83.0,1.4
2007–08,Construction,497.0,1.4
2008–09,Construction,1002.0,1.4
2009–10,Construction,1225.0,1.4
2010–11,Construction,1535.0,1.4
2011–12,Construction,1717.0,1.4
2012–13,Construction,1760.0,1.4
2013–14,Construction,1784.0,1.4
2014–15,Construction,2138.0,1.4
2015–16,Construction,1696.0,1.4
2016–17,Construction,1683.0,1.4
2017–18,Construction,1112.0,1.4
2018–19,Construction,1135.0,1.4
2019–20,Construction,1092.0,1.4
2020–21,Construction,1119.0,1.4
2021–22,Construction,864.0,1.4
2022–23,Construction,1460.0,1.4
2023–24,Construction,1269.0,1.4
2024–25,Construction,1396.0,1.4
2007–08,Education and Training,573.0,1.4
2008–09,Education and Training,791.0,1.4
2009–10,Education and Training,838.0,1.4
2010–11,Education and Training,1021.0,1.4
2011–12,Education and Training,1016.0,1.4
2012–13,Education and Training,928.0,1.4
2013–14,Education and Training,1286.0,1.4
2014–15,Education and Training,1282.0,1.4
2015–16,Education and Training,1245.0,1.4
2016–17,Education and Training,1296.0,1.4
2017–18,Education and Training,1114.0,1.4
2018–19,Education and Training,1706.0,1.4
2019–20,Education and Training,902.0,1.4
2020–21,Education and Training,607.0,1.4
2021–22,Education and Training,486.0,1.4
2022–23,Education and Training,719.0,1.4
2023–24,Education and Training,579.0,1.4
2024–25,Education and Training,713.0,1.4
2007–08,"Electricity, Gas, Water and Waste Services",268.0,1.4
2008–09,"Electricity, Gas, Water and Waste Services",363.0,1.4
2009–10,"Electricity, Gas, Water and Waste Services",355.0,1.4
2010–11,"Electricity, Gas, Water and Waste Services",378.0,1.4
2011–12,"Electricity, Gas, Water and Waste Services",331.0,1.4
2012–13,"Electricity, Gas, Water and Waste Services",332.0,1.4
2013–14,"Electricity, Gas, Water and Waste Services",323.0,1.4
2014–15,"Electricity, Gas, Water and Waste Services",399.0,1.4
2015–16,"Electricity, Gas, Water and Waste Services",417.0,1.4
2016–17,"Electricity, Gas, Water and Waste Services",297.0,1.4
2017–18,"Electricity, Gas, Water and Waste Services",206.0,1.4
2018–19,"Electricity, Gas, Water and Waste Services",213.0,1.4
2019–20,"Electricity, Gas, Water and Waste Services",123.0,1.4
2020–21,"Electricity, Gas, Water and Waste Services",143.0,1.4
2021–22,"Electricity, Gas, Water and Waste Services",110.0,1.4
2022–23,"Electricity, Gas, Water and Waste Services",193.0,1.4
2023–24,"Electricity, Gas, Water and Waste Services",180.0,1.4
2024–25,"Electricity, Gas, Water and Waste Services",238.0,1.4
2007–08,Financial and Insurance Services,415.0,1.4
2008–09,Financial and Insurance Services,562.0,1.4
2009–10,Financial and Insurance Services,514.0,1.4
2010–11,Financial and Insurance Services,699.0,1.4
2011–12,Financial and Insurance Services,515.0,1.4
2012–13,Financial and Insurance Services,605.0,1.4
2013–14,Financial and Insurance Services,647.0,1.4
2014–15,Financial and Insurance Services,612.0,1.4
2015–16,Financial and Insurance Services,635.0,1.4
2016–17,Financial and Insurance Services,717.0,1.4
2017–18,Financial and Insurance Services,667.0,1.4
2018–19,Financial and Insurance Services,933.0,1.4
2019–20,Financial and Insurance Services,460.0,1.4
2020–21,Financial and Insurance Services,378.0,1.4
2021–22,Financial and Insurance Services,480.0,1.4
2022–23,Financial and Insurance Services,569.0,1.4
2023–24,Financial and Insurance Services,311.0,1.4
2024–25,Financial and Insurance Services,508.0,1.4
2007–08,Health Care and Social Assistance,1948.0,1.4
2008–09,Health Care and Social Assistance,3207.0,1.4
2009–10,Health Care and Social Assistance,3402.0,1.4
2010–11,Health Care and Social Assistance,3213.0,1.4
2011–12,Health Care and Social Assistance,3301.0,1.4
2012–13,Health Care and Social Assistance,2772.0,1.4
2013–14,Health Care and Social Assistance,2688.0,1.4
2014–15,Health Care and Social Assistance,1986.0,1.4
2015–16,Health Care and Social Assistance,1671.0,1.4
2016–17,Health Care and Social Assistance,1610.0,1.4
2017–18,Health Care and Social Assistance,1318.0,1.4
2018–19,Health Care and Social Assistance,1486.0,1.4
2019–20,Health Care and Social Assistance,1260.0,1.4
2020–21,Health Care and Social Assistance,1383.0,1.4
2021–22,Health Care and Social Assistance,1377.0,1.4
2022–23,Health Care and Social Assistance,2662.0,1.4
2023–24,Health Care and Social Assistance,3241.0,1.4
2024–25,Health Care and Social Assistance,4127.0,1.4
2007–08,Information Media and Telecommunications,573.0,1.4
2008–09,Information Media and Telecommunications,725.0,1.4
2009–10,Information Media and Telecommunications,806.0,1.4
2010–11,Information Media and Telecommunications,1074.0,1.4
2011–12,Information Media and Telecommunications,962.0,1.4
2012–13,Information Media and Telecommunications,1034.0,1.4
2013–14,Information Media and Telecommunications,1193.0,1.4
2014–15,Information Media and Telecommunications,1281.0,1.4
2015–16,Information Media and Telecommunications,1214.0,1.4
2016–17,Information Media and Telecommunications,1244.0,1.4
2017–18,Information Media and Telecommunications,1294.0,1.4
2018–19,Information Media and Telecommunications,1614.0,1.4
2019–20,Information Media and Telecommunications,1135.0,1.4
2020–21,Information Media and Telecommunications,1253.0,1.4
2021–22,Information Media and Telecommunications,1220.0,1.4
2022–23,Information Media and Telecommunications,1313.0,1.4
2023–24,Information Media and Telecommunications,879.0,1.4
2024–25,Information Media and Telecommunications,1124.0,1.4
2007–08,Manufacturing,712.0,1.4
2008–09,Manufacturing,1390.0,1.4
2009–10,Manufacturing,1733.0,1.4
2010–11,Manufacturing,1802.0,1.4
2011–12,Manufacturing,1774.0,1.4
2012–13,Manufacturing,1690.0,1.4
2013–14,Manufacturing,1350.0,1.4
2014–15,Manufacturing,1414.0,1.4
2015–16,Manufacturing,1327.0,1.4
2016–17,Manufacturing,1456.0,1.4
2017–18,Manufacturing,947.0,1.4
2018–19,Manufacturing,956.0,1.4
2019–20,Manufacturing,798.0,1.4
2020–21,Manufacturing,511.0,1.4
2021–22,Manufacturing,583.0,1.4
2022–23,Manufacturing,835.0,1.4
2023–24,Manufacturing,1226.0,1.4
2024–25,Manufacturing,966.0,1.4
2007–08,Mining,405.0,1.4
2008–09,Mining,786.0,1.4
2009–10,Mining,876.0,1.4
2010–11,Mining,939.0,1.4
2011–12,Mining,852.0,1.4
2012–13,Mining,755.0,1.4
2013–14,Mining,817.0,1.4
2014–15,Mining,868.0,1.4
2015–16,Mining,439.0,1.4
2016–17,Mining,328.0,1.4
2017–18,Mining,239.0,1.4
2018–19,Mining,201.0,1.4
2019–20,Mining,107.0,1.4
2020–21,Mining,112.0,1.4
2021–22,Mining,191.0,1.4
2022–23,Mining,267.0,1.4
2023–24,Mining,255.0,1.4
2024–25,Mining,507.0,1.4
2007–08,Other Services,896.0,1.4
2008–09,Other Services,1429.0,1.4
2009–10,Other Services,1767.0,1.4
2010–11,Other Services,2158.0,1.4
2011–12,Other Services,2648.0,1.4
2012–13,Other Services,3077.0,1.4
2013–14,Other Services,2847.0,1.4
2014–15,Other Services,3154.0,1.4
2015–16,Other Services,3430.0,1.4
2016–17,Other Services,3509.0,1.4
2017–18,Other Services,2241.0,1.4
2018–19,Other Services,2501.0,1.4
2019–20,Other Services,1558.0,1.4
2020–21,Other Services,841.0,1.4
2021–22,Other Services,886.0,1.4
2022–23,Other Services,1591.0,1.4
2023–24,Other Services,1301.0,1.4
2024–25,Other Services,1271.0,1.4
2007–08,"Professional, Scientific and Technical Services",534.0,1.4
2008–09,"Professional, Scientific and Technical Services",895.0,1.4
2009–10,"Professional, Scientific and Technical Services",933.0,1.4
2010–11,"Professional, Scientific and Technical Services",1237.0,1.4
2011–12,"Professional, Scientific and Technical Services",1202.0,1.4
2012–13,"Professional, Scientific and Technical Services",1462.0,1.4
2013–14,"Professional, Scientific and Technical Services",1993.0,1.4
2014–15,"Professional, Scientific and Technical Services",2098.0,1.4
2015–16,"Professional, Scientific and Technical Services",1963.0,1.4
2016–17,"Professional, Scientific and Technical Services",2013.0,1.4
2017–18,"Professional, Scientific and Technical Services",2141.0,1.4
2018–19,"Professional, Scientific and Technical Services",2687.0,1.4
2019–20,"Professional, Scientific and Technical Services",1847.0,1.4
2020–21,"Professional, Scientific and Technical Services",2106.0,1.4
2021–22,"Professional, Scientific and Technical Services",2616.0,1.4
2022–23,"Professional, Scientific and Technical Services",2544.0,1.4
2023–24,"Professional, Scientific and Technical Services",2008.0,1.4
2024–25,"Professional, Scientific and Technical Services",3013.0,1.4
2007–08,Public Administration and Safety,453.0,1.4
2008–09,Public Administration and Safety,407.0,1.4
2009–10,Public Administration and Safety,292.0,1.4
2010–11,Public Administration and Safety,140.0,1.4
2011–12,Public Administration and Safety,295.0,1.4
2012–13,Public Administration and Safety,179.0,1.4
2013–14,Public Administration and Safety,194.0,1.4
2014–15,Public Administration and Safety,94.0,1.4
2015–16,Public Administration and Safety,41.0,1.4
2016–17,Public Administration and Safety,32.0,1.4
2017–18,Public Administration and Safety,45.0,1.4
2018–19,Public Administration and Safety,32.0,1.4
2019–20,Public Administration and Safety,18.0,1.4
2020–21,Public Administration and Safety,15.0,1.4
2021–22,Public Administration and Safety,36.0,1.4
2022–23,Public Administration and Safety,51.0,1.4
2023–24,Public Administration and Safety,297.0,1.4
2024–25,Public Administration and Safety,300.0,1.4
2007–08,"Rental, Hiring and Real Estate Services",284.0,1.4
2008–09,"Rental, Hiring and Real Estate Services",385.0,1.4
2009–10,"Rental, Hiring and Real Estate Services",300.0,1.4
2010–11,"Rental, Hiring and Real Estate Services",312.0,1.4
2011–12,"Rental, Hiring and Real Estate Services",234.0,1.4
2012–13,"Rental, Hiring and Real Estate Services",177.0,1.4
2013–14,"Rental, Hiring and Real Estate Services",132.0,1.4
2014–15,"Rental, Hiring and Real Estate Services",172.0,1.4
2015–16,"Rental, Hiring and Real Estate Services",193.0,1.4
2016–17,"Rental, Hiring and Real Estate Services",217.0,1.4
2017–18,"Rental, Hiring and Real Estate Services",143.0,1.4
2018–19,"Rental, Hiring and Real Estate Services",146.0,1.4
2019–20,"Rental, Hiring and Real Estate Services",130.0,1.4
2020–21,"Rental, Hiring and Real Estate Services",37.0,1.4
2021–22,"Rental, Hiring and Real Estate Services",51.0,1.4
2022–23,"Rental, Hiring and Real Estate Services",47.0,1.4
2023–24,"Rental, Hiring and Real Estate Services",42.0,1.4
2024–25,"Rental, Hiring and Real Estate Services",55.0,1.4
2007–08,Retail Trade,296.0,1.4
2008–09,Retail Trade,485.0,1.4
2009–10,Retail Trade,525.0,1.4
2010–11,Retail Trade,754.0,1.4
2011–12,Retail Trade,989.0,1.4
2012–13,Retail Trade,1144.0,1.4
2013–14,Retail Trade,1084.0,1.4
2014–15,Retail Trade,1240.0,1.4
2015–16,Retail Trade,1541.0,1.4
2016–17,Retail Trade,1503.0,1.4
2017–18,Retail Trade,856.0,1.4
2018–19,Retail Trade,971.0,1.4
2019–20,Retail Trade,535.0,1.4
2020–21,Retail Trade,339.0,1.4
2021–22,Retail Trade,406.0,1.4
2022–23,Retail Trade,450.0,1.4
2023–24,Retail Trade,382.0,1.4
2024–25,Retail Trade,408.0,1.4
2007–08,Transport Postal and Warehousing,113.0,1.4
2008–09,Transport Postal and Warehousing,242.0,1.4
2009–10,Transport Postal and Warehousing,255.0,1.4
2010–11,Transport Postal and Warehousing,288.0,1.4
2011–12,Transport Postal and Warehousing,286.0,1.4
2012–13,Transport Postal and Warehousing,253.0,1.4
2013–14,Transport Postal and Warehousing,303.0,1.4
2014–15,Transport Postal and Warehousing,348.0,1.4
2015–16,Transport Postal and Warehousing,426.0,1.4
2016–17,Transport Postal and Warehousing,391.0,1.4
2017–18,Transport Postal and Warehousing,261.0,1.4
2018–19,Transport Postal and Warehousing,253.0,1.4
2019–20,Transport Postal and Warehousing,145.0,1.4
2020–21,Transport Postal and Warehousing,150.0,1.4
2021–22,Transport Postal and Warehousing,124.0,1.4
2022–23,Transport Postal and Warehousing,191.0,1.4
2023–24,Transport Postal and Warehousing,139.0,1.4
2024–25,Transport Postal and Warehousing,201.0,1.4
2007–08,Wholesale Trade,148.0,1.4
2008–09,Wholesale Trade,246.0,1.4
2009–10,Wholesale Trade,273.0,1.4
2010–11,Wholesale Trade,260.0,1.4
2011–12,Wholesale Trade,258.0,1.4
2012–13,Wholesale Trade,275.0,1.4
2013–14,Wholesale Trade,357.0,1.4
2014–15,Wholesale Trade,437.0,1.4
2015–16,Wholesale Trade,515.0,1.4
2016–17,Wholesale Trade,525.0,1.4
2017–18,Wholesale Trade,320.0,1.4
2018–19,Wholesale Trade,299.0,1.4
2019–20,Wholesale Trade,234.0,1.4
2020–21,Wholesale Trade,118.0,1.4
2021–22,Wholesale Trade,134.0,1.4
2022–23,Wholesale Trade,109.0,1.4
2023–24,Wholesale Trade,152.0,1.4
2024–25,Wholesale Trade,146.0,1.4
2007–08,Not Specified,119.0,1.4
2008–09,Not Specified,99.0,1.4
2009–10,Not Specified,71.0,1.4
2010–11,Not Specified,100.0,1.4
2011–12,Not Specified,138.0,1.4
2012–13,Not Specified,351.0,1.4
2013–14,Not Specified,222.0,1.4
2014–15,Not Specified,181.0,1.4
2015–16,Not Specified,35.0,1.4
2016–17,Not Specified,13.0,1.4
2017–18,Not Specified,10.0,1.4
2018–19,Not Specified,,1.4
2019–20,Not Specified,0.0,1.4
2020–21,Not Specified,,1.4
2021–22,Not Specified,,1.4
2022–23,Not Specified,0.0,1.4
2023–24,Not Specified,,1.4
2024–25,Not Specified,,1.4
2007–08,Total,9464.0,1.4
2008–09,Total,14735.0,1.4
2009–10,Total,16334.0,1.4
2010–11,Total,18851.0,1.4
2011–12,Total,20512.0,1.4
2012–13,Total,21651.0,1.4
2013–14,Total,21453.0,1.4
2014–15,Total,22098.0,1.4
2015–16,Total,22091.0,1.4
2016–17,Total,22184.0,1.4
2017–18,Total,16036.0,1.4
2018–19,Total,20025.0,1.4
2019–20,Total,13263.0,1.4
2020–21,Total,10543.0,1.4
2021–22,Total,11724.0,1.4
2022–23,Total,15127.0,1.4
2023–24,Total,14582.0,1.4
2024–25,Total,17784.0,1.4
