Year,variable,value,sheet
2015–16,Refugee,8284.0,3.0
2016–17,Refugee,9653.0,3.0
2017–18,Refugee,7909.0,3.0
2018–19,Refugee,9451.0,3.0
2019–20,Refugee,6422.0,3.0
2020–21,Refugee,2053.0,3.0
2021–22,Refugee,7233.0,3.0
2022–23,Refugee,9760.0,3.0
2023–24,Refugee,9762.0,3.0
2024–25,Refugee,9511.0,3.0
2015–16,Offshore resettlement component | Special Humanitarian Program,7268.0,3.0
2016–17,Offshore resettlement component | Special Humanitarian Program,10604.0,3.0
2017–18,Offshore resettlement component | Special Humanitarian Program,6916.0,3.0
2018–19,Offshore resettlement component | Special Humanitarian Program,7661.0,3.0
2019–20,Offshore resettlement component | Special Humanitarian Program,5099.0,3.0
2020–21,Offshore resettlement component | Special Humanitarian Program,2505.0,3.0
2021–22,Offshore resettlement component | Special Humanitarian Program,4312.0,3.0
2022–23,Offshore resettlement component | Special Humanitarian Program,6115.0,3.0
2023–24,Offshore resettlement component | Special Humanitarian Program,6988.0,3.0
2024–25,Offshore resettlement component | Special Humanitarian Program,6488.0,3.0
2015–16,Offshore resettlement component | Total,15552.0,3.0
2016–17,Offshore resettlement component | Total,20257.0,3.0
2017–18,Offshore resettlement component | Total,14825.0,3.0
2018–19,Offshore resettlement component | Total,17112.0,3.0
2019–20,Offshore resettlement component | Total,11521.0,3.0
2020–21,Offshore resettlement component | Total,4558.0,3.0
2021–22,Offshore resettlement component | Total,11545.0,3.0
2022–23,Offshore resettlement component | Total,15875.0,3.0
2023–24,Offshore resettlement component | Total,16750.0,3.0
2024–25,Offshore resettlement component | Total,15999.0,3.0
2015–16,Offshore resettlement component | % of total Program,88.59014525776132,3.0
2016–17,Offshore resettlement component | % of total Program,92.21139839766934,3.0
2017–18,Offshore resettlement component | % of total Program,91.23076923076923,3.0
2018–19,Offshore resettlement component | % of total Program,91.2056283978254,3.0
2019–20,Offshore resettlement component | % of total Program,87.47247741249716,3.0
2020–21,Offshore resettlement component | % of total Program,76.6436858920464,3.0
2021–22,Offshore resettlement component | % of total Program,86.75884872623432,3.0
2022–23,Offshore resettlement component | % of total Program,88.81118881118881,3.0
2023–24,Offshore resettlement component | % of total Program,83.75,3.0
2024–25,Offshore resettlement component | % of total Program,79.995,3.0
2015–16,Onshore protection component | Total,2003.0,3.0
2016–17,Onshore protection component | Total,1711.0,3.0
2017–18,Onshore protection component | Total,1425.0,3.0
2018–19,Onshore protection component | Total,1650.0,3.0
2019–20,Onshore protection component | Total,1650.0,3.0
2020–21,Onshore protection component | Total,1389.0,3.0
2021–22,Onshore protection component | Total,1762.0,3.0
2022–23,Onshore protection component | Total,2000.0,3.0
2023–24,Onshore protection component | Total,3250.0,3.0
2024–25,Onshore protection component | Total,4001.0,3.0
2015–16,Onshore protection component | % of total Program,11.409854742238679,3.0
2016–17,Onshore protection component | % of total Program,7.788601602330663,3.0
2017–18,Onshore protection component | % of total Program,8.76923076923077,3.0
2018–19,Onshore protection component | % of total Program,8.794371602174609,3.0
2019–20,Onshore protection component | % of total Program,12.527522587502848,3.0
2020–21,Onshore protection component | % of total Program,23.35631410795359,3.0
2021–22,Onshore protection component | % of total Program,13.241151273765686,3.0
2022–23,Onshore protection component | % of total Program,11.188811188811188,3.0
2023–24,Onshore protection component | % of total Program,16.25,3.0
2024–25,Onshore protection component | % of total Program,20.005,3.0
2015–16,Onshore protection component | Total Humanitarian Program grants,17555.0,3.0
2016–17,Onshore protection component | Total Humanitarian Program grants,21968.0,3.0
2017–18,Onshore protection component | Total Humanitarian Program grants,16250.0,3.0
2018–19,Onshore protection component | Total Humanitarian Program grants,18762.0,3.0
2019–20,Onshore protection component | Total Humanitarian Program grants,13171.0,3.0
2020–21,Onshore protection component | Total Humanitarian Program grants,5947.0,3.0
2021–22,Onshore protection component | Total Humanitarian Program grants,13307.0,3.0
2022–23,Onshore protection component | Total Humanitarian Program grants,17875.0,3.0
2023–24,Onshore protection component | Total Humanitarian Program grants,20000.0,3.0
2024–25,Onshore protection component | Total Humanitarian Program grants,20000.0,3.0
