indicator,year,value,table,category
Total4,2024,6646.0,4_4,
Student,2015,126.0,5_0,
Student,2016,137.9,5_0,
Student,2017,151.9,5_0,
Student,2018,166.6,5_0,
Student,2019,150.7,5_0,
Student,2020,42.6,5_0,
Student,2021,29.2,5_0,
Student,2022,237.7,5_0,
Student,2023,267.1,5_0,
Student,2024,163.4,5_0,
Temporary visa categories | Working holiday,2015,50.9,5_0,
Temporary visa categories | Working holiday,2016,49.6,5_0,
Temporary visa categories | Working holiday,2017,50.6,5_0,
Temporary visa categories | Working holiday,2018,50.4,5_0,
Temporary visa categories | Working holiday,2019,52.1,5_0,
Temporary visa categories | Working holiday,2020,15.5,5_0,
Temporary visa categories | Working holiday,2021,1.7,5_0,
Temporary visa categories | Working holiday,2022,56.9,5_0,
Temporary visa categories | Working holiday,2023,78.7,5_0,
Temporary visa categories | Working holiday,2024,77.8,5_0,
Temporary visa categories | Visitor,2015,54.2,5_0,
Temporary visa categories | Visitor,2016,68.0,5_0,
Temporary visa categories | Visitor,2017,77.2,5_0,
Temporary visa categories | Visitor,2018,78.3,5_0,
Temporary visa categories | Visitor,2019,132.4,5_0,
Temporary visa categories | Visitor,2020,40.3,5_0,
Temporary visa categories | Visitor,2021,11.5,5_0,
Temporary visa categories | Visitor,2022,97.2,5_0,
Temporary visa categories | Visitor,2023,99.7,5_0,
Temporary visa categories | Visitor,2024,68.4,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2015,31.6,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2016,31.2,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2017,30.3,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2018,29.4,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2019,31.9,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2020,11.1,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2021,12.9,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2022,40.5,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2023,50.5,5_0,
Temporary visa categories | Temporary Resident (Skilled Employment),2024,46.9,5_0,
Temporary visa categories | Other temporary visas,2015,8.0,5_0,
Temporary visa categories | Other temporary visas,2016,9.1,5_0,
Temporary visa categories | Other temporary visas,2017,11.1,5_0,
Temporary visa categories | Other temporary visas,2018,13.2,5_0,
Temporary visa categories | Other temporary visas,2019,18.9,5_0,
Temporary visa categories | Other temporary visas,2020,8.9,5_0,
Temporary visa categories | Other temporary visas,2021,22.0,5_0,
Temporary visa categories | Other temporary visas,2022,40.2,5_0,
Temporary visa categories | Other temporary visas,2023,48.3,5_0,
Temporary visa categories | Other temporary visas,2024,30.1,5_0,
Temporary visa categories | Total,2015,270.7,5_0,
Temporary visa categories | Total,2016,295.8,5_0,
Temporary visa categories | Total,2017,321.1,5_0,
Temporary visa categories | Total,2018,337.9,5_0,
Temporary visa categories | Total,2019,385.9,5_0,
Temporary visa categories | Total,2020,118.3,5_0,
Temporary visa categories | Total,2021,77.3,5_0,
Temporary visa categories | Total,2022,472.4,5_0,
Temporary visa categories | Total,2023,544.3,5_0,
Temporary visa categories | Total,2024,386.6,5_0,
Temporary visa categories | Skill,2015,42.6,5_0,
Temporary visa categories | Skill,2016,43.7,5_0,
Temporary visa categories | Skill,2017,45.2,5_0,
Temporary visa categories | Skill,2018,40.9,5_0,
Temporary visa categories | Skill,2019,37.1,5_0,
Temporary visa categories | Skill,2020,15.5,5_0,
Temporary visa categories | Skill,2021,21.6,5_0,
Temporary visa categories | Skill,2022,30.9,5_0,
Temporary visa categories | Skill,2023,39.3,5_0,
Temporary visa categories | Skill,2024,43.2,5_0,
Permanent visa categories | Family,2015,31.9,5_0,
Permanent visa categories | Family,2016,31.3,5_0,
Permanent visa categories | Family,2017,28.1,5_0,
Permanent visa categories | Family,2018,25.2,5_0,
Permanent visa categories | Family,2019,24.9,5_0,
Permanent visa categories | Family,2020,12.4,5_0,
Permanent visa categories | Family,2021,23.3,5_0,
Permanent visa categories | Family,2022,24.2,5_0,
Permanent visa categories | Family,2023,22.5,5_0,
Permanent visa categories | Family,2024,24.9,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2015,9.4,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2016,22.6,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2017,14.9,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2018,12.7,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2019,18.2,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2020,3.7,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2021,3.4,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2022,11.0,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2023,15.1,5_0,
Permanent visa categories | Special Eligibility and humanitarian,2024,16.4,5_0,
Permanent visa categories | Other permanent visas,2015,5.8,5_0,
Permanent visa categories | Other permanent visas,2016,6.2,5_0,
Permanent visa categories | Other permanent visas,2017,6.3,5_0,
Permanent visa categories | Other permanent visas,2018,6.3,5_0,
Permanent visa categories | Other permanent visas,2019,11.1,5_0,
Permanent visa categories | Other permanent visas,2020,5.9,5_0,
Permanent visa categories | Other permanent visas,2021,7.3,5_0,
Permanent visa categories | Other permanent visas,2022,11.0,5_0,
Permanent visa categories | Other permanent visas,2023,10.3,5_0,
Permanent visa categories | Other permanent visas,2024,8.9,5_0,
Permanent visa categories | Total,2015,89.7,5_0,
Permanent visa categories | Total,2016,103.7,5_0,
Permanent visa categories | Total,2017,94.5,5_0,
Permanent visa categories | Total,2018,85.1,5_0,
Permanent visa categories | Total,2019,91.3,5_0,
Permanent visa categories | Total,2020,37.4,5_0,
Permanent visa categories | Total,2021,55.5,5_0,
Permanent visa categories | Total,2022,77.0,5_0,
Permanent visa categories | Total,2023,87.2,5_0,
Permanent visa categories | Total,2024,93.5,5_0,
Permanent visa categories | New Zealand citizen,2015,31.5,5_0,
Permanent visa categories | New Zealand citizen,2016,34.9,5_0,
Permanent visa categories | New Zealand citizen,2017,30.4,5_0,
Permanent visa categories | New Zealand citizen,2018,30.8,5_0,
Permanent visa categories | New Zealand citizen,2019,30.4,5_0,
Permanent visa categories | New Zealand citizen,2020,12.0,5_0,
Permanent visa categories | New Zealand citizen,2021,19.2,5_0,
Permanent visa categories | New Zealand citizen,2022,35.9,5_0,
Permanent visa categories | New Zealand citizen,2023,48.0,5_0,
Permanent visa categories | New Zealand citizen,2024,52.4,5_0,
Other | Australian citizen,2015,73.1,5_0,
Other | Australian citizen,2016,78.7,5_0,
Other | Australian citizen,2017,78.8,5_0,
Other | Australian citizen,2018,76.0,5_0,
Other | Australian citizen,2019,95.0,5_0,
Other | Australian citizen,2020,66.7,5_0,
Other | Australian citizen,2021,61.6,5_0,
Other | Australian citizen,2022,66.1,5_0,
Other | Australian citizen,2023,59.5,5_0,
Other | Australian citizen,2024,62.4,5_0,
Other | All other visas2,2015,8.3,5_0,
Other | All other visas2,2016,6.6,5_0,
Other | All other visas2,2017,6.6,5_0,
Other | All other visas2,2018,4.6,5_0,
Other | All other visas2,2019,5.4,5_0,
Other | All other visas2,2020,1.0,5_0,
Other | All other visas2,2021,0.9,5_0,
Other | All other visas2,2022,0.0,5_0,
Other | All other visas2,2023,0.0,5_0,
Other | All other visas2,2024,0.0,5_0,
Other | Total other,2015,112.8,5_0,
Other | Total other,2016,120.2,5_0,
Other | Total other,2017,115.8,5_0,
Other | Total other,2018,111.4,5_0,
Other | Total other,2019,130.8,5_0,
Other | Total other,2020,79.7,5_0,
Other | Total other,2021,81.6,5_0,
Other | Total other,2022,101.9,5_0,
Other | Total other,2023,107.5,5_0,
Other | Total other,2024,114.8,5_0,
Other | Total NOM arrivals,2015,473.3,5_0,
Other | Total NOM arrivals,2016,519.7,5_0,
Other | Total NOM arrivals,2017,531.4,5_0,
Other | Total NOM arrivals,2018,534.4,5_0,
Other | Total NOM arrivals,2019,607.9,5_0,
Other | Total NOM arrivals,2020,235.4,5_0,
Other | Total NOM arrivals,2021,214.4,5_0,
Other | Total NOM arrivals,2022,651.4,5_0,
Other | Total NOM arrivals,2023,739.0,5_0,
Other | Total NOM arrivals,2024,594.9,5_0,
Student,2015,43.7,5_1,
Student,2016,45.4,5_1,
Student,2017,51.7,5_1,
Student,2018,59.9,5_1,
Student,2019,98.8,5_1,
Student,2020,75.1,5_1,
Student,2021,37.4,5_1,
Student,2022,16.0,5_1,
Student,2023,25.4,5_1,
Student,2024,42.7,5_1,
Temporary visa categories | Working holiday,2015,28.0,5_1,
Temporary visa categories | Working holiday,2016,27.5,5_1,
Temporary visa categories | Working holiday,2017,23.3,5_1,
Temporary visa categories | Working holiday,2018,23.5,5_1,
Temporary visa categories | Working holiday,2019,26.9,5_1,
Temporary visa categories | Working holiday,2020,16.3,5_1,
Temporary visa categories | Working holiday,2021,6.1,5_1,
Temporary visa categories | Working holiday,2022,2.6,5_1,
Temporary visa categories | Working holiday,2023,5.6,5_1,
Temporary visa categories | Working holiday,2024,18.8,5_1,
Temporary visa categories | Visitor,2015,15.5,5_1,
Temporary visa categories | Visitor,2016,15.4,5_1,
Temporary visa categories | Visitor,2017,22.9,5_1,
Temporary visa categories | Visitor,2018,14.5,5_1,
Temporary visa categories | Visitor,2019,32.1,5_1,
Temporary visa categories | Visitor,2020,12.7,5_1,
Temporary visa categories | Visitor,2021,17.5,5_1,
Temporary visa categories | Visitor,2022,15.8,5_1,
Temporary visa categories | Visitor,2023,18.1,5_1,
Temporary visa categories | Visitor,2024,19.5,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2015,20.3,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2016,17.0,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2017,15.4,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2018,15.2,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2019,16.2,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2020,11.8,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2021,9.8,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2022,6.8,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2023,5.9,5_1,
Temporary visa categories | Temporary Resident (Skilled Employment),2024,8.8,5_1,
Temporary visa categories | Other temporary visas,2015,21.4,5_1,
Temporary visa categories | Other temporary visas,2016,22.2,5_1,
Temporary visa categories | Other temporary visas,2017,26.8,5_1,
Temporary visa categories | Other temporary visas,2018,31.5,5_1,
Temporary visa categories | Other temporary visas,2019,38.2,5_1,
Temporary visa categories | Other temporary visas,2020,42.7,5_1,
Temporary visa categories | Other temporary visas,2021,45.6,5_1,
Temporary visa categories | Other temporary visas,2022,40.7,5_1,
Temporary visa categories | Other temporary visas,2023,31.8,5_1,
Temporary visa categories | Other temporary visas,2024,46.0,5_1,
Temporary visa categories | Total,2015,128.9,5_1,
Temporary visa categories | Total,2016,127.5,5_1,
Temporary visa categories | Total,2017,140.1,5_1,
Temporary visa categories | Total,2018,144.7,5_1,
Temporary visa categories | Total,2019,212.2,5_1,
Temporary visa categories | Total,2020,158.6,5_1,
Temporary visa categories | Total,2021,116.3,5_1,
Temporary visa categories | Total,2022,81.9,5_1,
Temporary visa categories | Total,2023,86.9,5_1,
Temporary visa categories | Total,2024,135.7,5_1,
Temporary visa categories | Skill,2015,8.9,5_1,
Temporary visa categories | Skill,2016,8.1,5_1,
Temporary visa categories | Skill,2017,8.1,5_1,
Temporary visa categories | Skill,2018,7.4,5_1,
Temporary visa categories | Skill,2019,9.1,5_1,
Temporary visa categories | Skill,2020,6.7,5_1,
Temporary visa categories | Skill,2021,6.7,5_1,
Temporary visa categories | Skill,2022,5.8,5_1,
Temporary visa categories | Skill,2023,4.8,5_1,
Temporary visa categories | Skill,2024,5.3,5_1,
Permanent visa categories | Family,2015,6.1,5_1,
Permanent visa categories | Family,2016,5.6,5_1,
Permanent visa categories | Family,2017,5.6,5_1,
Permanent visa categories | Family,2018,5.6,5_1,
Permanent visa categories | Family,2019,7.0,5_1,
Permanent visa categories | Family,2020,4.4,5_1,
Permanent visa categories | Family,2021,5.2,5_1,
Permanent visa categories | Family,2022,5.9,5_1,
Permanent visa categories | Family,2023,5.7,5_1,
Permanent visa categories | Family,2024,5.0,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2015,0.2,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2016,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2017,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2018,0.2,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2019,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2020,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2021,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2022,0.1,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2023,0.2,5_1,
Permanent visa categories | Special Eligibility and humanitarian,2024,0.2,5_1,
Permanent visa categories | Other permanent visas,2015,6.4,5_1,
Permanent visa categories | Other permanent visas,2016,6.7,5_1,
Permanent visa categories | Other permanent visas,2017,6.8,5_1,
Permanent visa categories | Other permanent visas,2018,7.3,5_1,
Permanent visa categories | Other permanent visas,2019,10.7,5_1,
Permanent visa categories | Other permanent visas,2020,6.7,5_1,
Permanent visa categories | Other permanent visas,2021,8.3,5_1,
Permanent visa categories | Other permanent visas,2022,9.9,5_1,
Permanent visa categories | Other permanent visas,2023,9.4,5_1,
Permanent visa categories | Other permanent visas,2024,8.5,5_1,
Permanent visa categories | Total,2015,21.5,5_1,
Permanent visa categories | Total,2016,20.5,5_1,
Permanent visa categories | Total,2017,20.6,5_1,
Permanent visa categories | Total,2018,20.4,5_1,
Permanent visa categories | Total,2019,27.0,5_1,
Permanent visa categories | Total,2020,17.9,5_1,
Permanent visa categories | Total,2021,20.3,5_1,
Permanent visa categories | Total,2022,21.7,5_1,
Permanent visa categories | Total,2023,20.0,5_1,
Permanent visa categories | Total,2024,18.9,5_1,
Permanent visa categories | New Zealand citizen,2015,27.7,5_1,
Permanent visa categories | New Zealand citizen,2016,26.7,5_1,
Permanent visa categories | New Zealand citizen,2017,24.2,5_1,
Permanent visa categories | New Zealand citizen,2018,21.4,5_1,
Permanent visa categories | New Zealand citizen,2019,24.1,5_1,
Permanent visa categories | New Zealand citizen,2020,17.4,5_1,
Permanent visa categories | New Zealand citizen,2021,14.2,5_1,
Permanent visa categories | New Zealand citizen,2022,19.8,5_1,
Permanent visa categories | New Zealand citizen,2023,14.5,5_1,
Permanent visa categories | New Zealand citizen,2024,14.6,5_1,
Other | Australian citizen,2015,99.5,5_1,
Other | Australian citizen,2016,95.0,5_1,
Other | Australian citizen,2017,92.5,5_1,
Other | Australian citizen,2018,85.5,5_1,
Other | Australian citizen,2019,83.6,5_1,
Other | Australian citizen,2020,42.5,5_1,
Other | Australian citizen,2021,53.3,5_1,
Other | Australian citizen,2022,90.2,5_1,
Other | Australian citizen,2023,87.1,5_1,
Other | Australian citizen,2024,85.0,5_1,
Other | All other visas2,2015,8.9,5_1,
Other | All other visas2,2016,6.2,5_1,
Other | All other visas2,2017,12.4,5_1,
Other | All other visas2,2018,10.2,5_1,
Other | All other visas2,2019,13.5,5_1,
Other | All other visas2,2020,4.0,5_1,
Other | All other visas2,2021,1.1,5_1,
Other | All other visas2,2022,0.0,5_1,
Other | All other visas2,2023,0.0,5_1,
Other | All other visas2,2024,0.0,5_1,
Other | Total other,2015,136.1,5_1,
Other | Total other,2016,127.9,5_1,
Other | Total other,2017,129.0,5_1,
Other | Total other,2018,117.1,5_1,
Other | Total other,2019,121.1,5_1,
Other | Total other,2020,63.9,5_1,
Other | Total other,2021,68.6,5_1,
Other | Total other,2022,109.9,5_1,
Other | Total other,2023,101.6,5_1,
Other | Total other,2024,99.5,5_1,
Other | Total NOM departures,2015,286.5,5_1,
Other | Total NOM departures,2016,275.8,5_1,
Other | Total NOM departures,2017,289.7,5_1,
Other | Total NOM departures,2018,282.2,5_1,
Other | Total NOM departures,2019,360.3,5_1,
Other | Total NOM departures,2020,240.3,5_1,
Other | Total NOM departures,2021,205.1,5_1,
Other | Total NOM departures,2022,213.5,5_1,
Other | Total NOM departures,2023,208.4,5_1,
Other | Total NOM departures,2024,254.2,5_1,
New Zealand,0,17080.0,6_0,Females
New Zealand,0,33103.0,6_0,Total4
India,0,11658.0,6_0,Females
India,0,23015.0,6_0,Total4
United Kingdom,0,6069.0,6_0,Females
United Kingdom,0,12674.0,6_0,Total4
Philippines,0,5260.0,6_0,Females
Philippines,0,8517.0,6_0,Total4
Vietnam,0,3359.0,6_0,Females
Vietnam,0,5430.0,6_0,Total4
Nepal,0,3040.0,6_0,Females
Nepal,0,5398.0,6_0,Total4
Iraq,0,2617.0,6_0,Females
Iraq,0,5272.0,6_0,Total4
People's Republic of China2,0,2794.0,6_0,Females
People's Republic of China2,0,5194.0,6_0,Total4
Pakistan,0,2147.0,6_0,Females
Pakistan,0,4690.0,6_0,Total4
South Africa,0,2221.0,6_0,Females
South Africa,0,4428.0,6_0,Total4
Afghanistan,0,2154.0,6_0,Females
Afghanistan,0,4136.0,6_0,Total4
Sri Lanka,0,1792.0,6_0,Females
Sri Lanka,0,3648.0,6_0,Total4
Iran,0,1595.0,6_0,Females
Iran,0,3394.0,6_0,Total4
Myanmar,0,1300.0,6_0,Females
Myanmar,0,2479.0,6_0,Total4
Brazil,0,1158.0,6_0,Females
Brazil,0,2102.0,6_0,Total4
Other countries3,0,23048.0,6_0,Females
Other countries3,0,41713.0,6_0,Total4
Total,0,87292.0,6_0,Females
Total,0,165193.0,6_0,Total4
Skill stream,0,72.35054347826086,7_1,< 2
Skill stream,0,81.65540156764739,7_1,1.6684931506849314
Skill stream,0,84.48847997393311,7_1,3.6684931506849314
Skill stream,0,85.37153012863912,7_1,5.671232876712328
Skill stream,0,85.51583125357067,7_1,7.671232876712328
Skill stream,0,85.07080184171662,7_1,9.673972602739726
Skill stream,0,85.37776421297966,7_1,11.673972602739726
Skill stream,0,85.62370453689887,7_1,14
Skill stream,0,86.32904713911755,7_1,15.999999999999998
Skill stream,0,86.33632763450207,7_1,18
Skill stream,0,85.42959051392663,7_1,20+
Participation rates | Family stream,0,49.82018901062139,7_1,< 2
Participation rates | Family stream,0,59.47671469912586,7_1,1.6684931506849314
Participation rates | Family stream,0,65.76801240142885,7_1,3.6684931506849314
Participation rates | Family stream,0,66.3811387645112,7_1,5.671232876712328
Participation rates | Family stream,0,66.54756992320776,7_1,7.671232876712328
Participation rates | Family stream,0,66.91750540871038,7_1,9.673972602739726
Participation rates | Family stream,0,69.80052383844519,7_1,11.673972602739726
Participation rates | Family stream,0,69.36161992636698,7_1,14
Participation rates | Family stream,0,68.1451830287347,7_1,15.999999999999998
Participation rates | Family stream,0,71.0493290858191,7_1,18
Participation rates | Family stream,0,68.87065852244861,7_1,20+
Participation rates | Australian-born,0,66.34739752997277,7_1,< 2
Participation rates | Australian-born,0,66.34739752997277,7_1,1.6684931506849314
Participation rates | Australian-born,0,66.34739752997277,7_1,3.6684931506849314
Participation rates | Australian-born,0,66.34739752997277,7_1,5.671232876712328
